ID,Gender,Age,Region_Code,Occupation,Channel_Code,Vintage,Credit_Product,Avg_Account_Balance,Is_Active,Is_Lead
CYFCFPBB,Male,30,RG269,Other,X1,19,No,1145545,No,0
5CVV3AQE,Male,26,RG254,Other,X1,20,Yes,870660,No,0
CM3WOXSU,Male,42,RG254,Self_Employed,X2,20,No,1064680,Yes,0
REXRQIJZ,Male,31,RG259,Self_Employed,X1,27,Yes,314953,No,0
DAZ2BDYL,Female,53,RG254,Self_Employed,X2,56,No,1616560,Yes,0
SQNWKB3N,Male,30,RG252,Other,X1,26,No,564197,No,0
QGFCYYYN,Female,32,RG270,Salaried,X1,32,No,2180740,No,0
YPT4IWTA,Female,50,RG251,Self_Employed,X3,26,Yes,252163,No,1
QZNFKSCW,Male,38,RG261,Self_Employed,X1,31,No,650527,No,0
EKW4QXDR,Female,36,RG283,Self_Employed,X2,37,No,4819536,No,0
634SN6KG,Female,54,RG262,Self_Employed,X3,50,No,935977,No,0
YUJWTYKU,Female,30,RG280,Salaried,X1,13,No,301985,No,1
BKEF8JI7,Male,46,RG274,Self_Employed,X2,69,Yes,1000867,No,0
VGZL49DN,Female,55,RG252,Self_Employed,X3,74,No,1063567,Yes,0
QQQBTLHC,Male,26,RG277,Self_Employed,X1,14,No,362327,No,0
MK4F3NAE,Male,47,RG282,Other,X3,68,,1945860,No,1
NZACNEKK,Male,58,RG273,Self_Employed,X3,110,,869601,Yes,1
Y72KDS8K,Female,29,RG254,Salaried,X1,25,No,1950230,No,0
6OD64DYT,Male,27,RG261,Other,X1,15,Yes,1471908,No,0
CGNMPKWQ,Male,53,RG274,Self_Employed,X3,129,No,709436,No,1
77VAMEXW,Female,27,RG261,Other,X1,26,Yes,1056367,No,0
D4H7R3B2,Male,34,RG283,Other,X3,27,,2501763,Yes,1
B7YXKPUG,Male,40,RG283,Salaried,X1,31,No,670668,No,0
KCSP4LEF,Female,40,RG264,Self_Employed,X1,31,No,981598,No,0
PZTK6NEP,Female,27,RG264,Other,X1,20,No,604505,No,0
BEKCAGFT,Male,27,RG264,Other,X1,13,No,595294,No,0
TTDOUPNH,Male,57,RG284,Other,X3,97,,1309385,Yes,1
VMK9MQET,Male,31,RG273,Salaried,X1,19,No,1455043,No,0
HKG8B4CZ,Female,29,RG251,Other,X1,33,No,320515,No,0
MARKTC8Q,Male,25,RG259,Self_Employed,X1,13,,376203,No,1
KMOP6INU,Male,32,RG252,Other,X2,27,Yes,367142,No,0
RR8O3O6S,Female,84,RG283,Other,X1,73,No,1035265,Yes,0
KYWQJPOA,Male,52,RG283,Self_Employed,X2,62,No,601043,No,0
TSFZC2GZ,Female,29,RG275,Self_Employed,X1,33,No,781749,No,0
3T6L5KUB,Male,71,RG277,Other,X1,33,No,961867,No,0
ZNSBDFY2,Female,75,RG268,Other,X3,122,Yes,3699925,No,0
HV6LJXIG,Female,31,RG277,Salaried,X1,33,Yes,1210818,Yes,1
NMNQTSBU,Male,35,RG283,Self_Employed,X2,27,Yes,998535,No,0
VCVQ3VPJ,Male,29,RG268,Salaried,X3,21,No,1141433,No,0
MVC3MRSU,Male,74,RG272,Other,X2,97,No,819191,No,0
BYTYXN48,Male,48,RG254,Self_Employed,X2,56,,688486,No,1
QEVYXWHF,Female,27,RG280,Salaried,X1,20,No,605484,No,0
6DNVFWAX,Male,54,RG261,Other,X2,80,,344536,Yes,1
CQJZNWWY,Female,30,RG280,Other,X1,33,No,4338812,No,0
TUGE8IJM,Male,30,RG283,Other,X1,32,Yes,2307102,No,0
LEXTW5CC,Male,60,RG283,Self_Employed,X2,99,Yes,1499552,Yes,0
GXAETASO,Male,39,RG278,Self_Employed,X2,43,Yes,1210248,No,0
GAABTUDR,Female,28,RG261,Self_Employed,X1,32,No,1108984,No,0
BHISAIXX,Female,47,RG268,Self_Employed,X2,85,,708893,No,1
CUGGJVCG,Female,28,RG270,Salaried,X1,25,No,496940,No,0
YKXAG5RZ,Female,63,RG282,Other,X3,91,Yes,789643,Yes,1
JEIE6TBW,Female,40,RG254,Other,X2,19,No,1914870,No,0
4EFXIFQK,Male,25,RG261,Salaried,X1,14,Yes,898463,No,0
UG2KWH3F,Female,28,RG270,Other,X1,25,No,604132,No,0
NQFD68HD,Male,67,RG280,Other,X2,27,Yes,487844,No,0
YGHBEWY7,Female,30,RG269,Salaried,X1,32,No,815337,No,0
JQ3VCB3B,Female,29,RG277,Salaried,X1,14,,452280,No,1
DEVDMWMS,Male,58,RG268,Self_Employed,X4,15,Yes,2870036,No,0
K6EOEKUQ,Male,83,RG283,Other,X3,15,No,2257440,No,0
IC9WT2TN,Female,31,RG259,Other,X1,32,No,275588,Yes,1
CZ6MVX5W,Female,31,RG252,Salaried,X1,21,No,510183,No,0
MYPAMNFE,Female,29,RG269,Salaried,X2,21,Yes,853883,No,0
78JUZCPJ,Male,45,RG279,Self_Employed,X4,13,Yes,448070,Yes,0
QM2EDAHH,Male,51,RG268,Self_Employed,X2,38,Yes,446237,No,0
EPBBNEMX,Female,34,RG275,Salaried,X1,13,No,828305,No,0
H5HZT9T9,Female,27,RG277,Self_Employed,X1,13,Yes,1516809,No,0
RNWJBTQ9,Male,27,RG268,Salaried,X1,14,No,447937,No,0
7SZWKPTR,Female,41,RG283,Other,X1,62,,1389227,Yes,1
ACCR76E9,Male,53,RG254,Other,X3,105,Yes,1170261,No,0
H8SVYJ3Z,Female,26,RG254,Salaried,X1,19,No,852824,Yes,0
FGIIYMW3,Male,41,RG260,Other,X2,19,No,595703,Yes,0
N3REB2PW,Male,32,RG276,Salaried,X1,14,No,952647,No,0
RYAHNLXS,Female,52,RG251,Self_Employed,X2,91,No,432602,No,0
AFNJJJ4Q,Male,49,RG254,Self_Employed,X3,92,No,1232667,Yes,0
EP8Q7UGS,Male,48,RG284,Self_Employed,X3,110,Yes,747315,No,0
4A596YFF,Male,66,RG268,Other,X3,122,Yes,1457330,Yes,0
TM6ZCH4N,Female,27,RG256,Salaried,X1,26,No,252786,No,0
PKWWXNOV,Male,33,RG283,Self_Employed,X1,27,No,1135186,No,0
L2KKNQWO,Female,52,RG283,Self_Employed,X3,105,No,446388,Yes,0
7NQ6PRJT,Male,30,RG254,Self_Employed,X1,25,No,1128626,Yes,0
HK6HBJT5,Male,50,RG280,Self_Employed,X2,91,No,1195723,Yes,1
QIAN7RJZ,Male,51,RG283,Other,X3,105,Yes,2526763,Yes,1
ADDR3MKH,Female,59,RG283,Self_Employed,X3,92,,1138212,Yes,1
6H8QW3ZM,Female,28,RG261,Salaried,X1,33,No,1856824,No,0
EMFVSDH9,Male,33,RG254,Self_Employed,X3,63,Yes,939777,Yes,0
HADNKB78,Female,29,RG252,Salaried,X1,20,Yes,378757,No,0
LSBOTMOM,Female,34,RG260,Self_Employed,X2,7,No,180785,Yes,0
DL69UGMS,Male,64,RG268,Other,X2,91,No,1775914,Yes,0
GTXQFBG7,Female,71,RG275,Other,X1,31,No,1849428,Yes,0
MTZB5XYV,Female,79,RG251,Other,X3,81,No,441609,Yes,0
ESVDTNF2,Male,36,RG254,Self_Employed,X3,61,No,1548101,No,0
PVBWC5XX,Female,56,RG254,Self_Employed,X3,74,No,1227897,Yes,1
2VVR5XPR,Male,49,RG268,Self_Employed,X2,33,Yes,3915608,No,0
WDP9LDAF,Female,34,RG283,Salaried,X3,61,,2033498,Yes,1
Z3ZIYMAP,Female,68,RG268,Other,X1,45,Yes,3799748,Yes,0
HQXBFQML,Male,32,RG275,Salaried,X1,26,No,575011,No,0
8FNDE2Z9,Male,78,RG283,Other,X2,85,Yes,836849,No,0
NW8MKQFJ,Male,72,RG281,Other,X2,79,Yes,721531,No,0
MA6WTRTE,Male,77,RG283,Other,X3,87,,1195474,No,1
OPRW9Y8O,Male,58,RG272,Self_Employed,X2,81,,1130940,Yes,1
YL8NTFMB,Female,45,RG268,Other,X3,67,,1367787,No,1
NKF8RTCZ,Male,30,RG279,Salaried,X1,33,No,406899,No,0
HNATWJST,Male,30,RG256,Salaried,X1,33,No,252110,Yes,0
YWCJWYAA,Male,28,RG277,Salaried,X1,21,No,386936,No,0
BAYKEESN,Female,29,RG277,Salaried,X1,19,No,420338,No,1
BK5VPFFN,Female,36,RG281,Self_Employed,X1,32,Yes,786092,No,0
KRJ7XT7A,Male,57,RG283,Self_Employed,X3,122,Yes,3371960,Yes,1
CF77S5LJ,Female,58,RG280,Salaried,X2,61,No,1164751,No,1
DE5MFDQN,Female,28,RG256,Salaried,X1,21,No,395186,No,0
FI2DABCJ,Female,54,RG268,Self_Employed,X2,51,Yes,1660704,No,0
NZV5LTQY,Male,63,RG261,Other,X2,109,No,696158,No,0
HEK3HUM9,Female,30,RG251,Salaried,X1,31,No,395462,No,0
N5ZSDGLO,Female,27,RG276,Self_Employed,X1,27,No,707452,No,0
OK54KPCU,Male,58,RG280,Self_Employed,X3,31,Yes,3969622,No,0
BQCY254P,Male,60,RG254,Self_Employed,X2,21,Yes,553402,No,0
JQQCWSPP,Male,28,RG277,Salaried,X1,15,No,1507793,Yes,0
DGCRBBWQ,Female,78,RG268,Other,X2,91,Yes,870491,No,0
DUZPYWSZ,Female,38,RG280,Self_Employed,X2,67,No,798472,No,0
JQNHLUEG,Male,45,RG270,Self_Employed,X1,91,Yes,701836,Yes,1
PBSXANZA,Male,43,RG283,Self_Employed,X3,56,Yes,852121,No,0
RPQLKBWN,Female,30,RG254,Salaried,X1,26,No,669653,No,1
RJ5XWBZQ,Male,33,RG254,Other,X4,7,Yes,809544,Yes,0
HN5S8NYM,Female,48,RG268,Self_Employed,X2,85,No,1243125,No,0
DMZYJGVP,Female,27,RG281,Salaried,X1,15,No,766049,No,0
GQGDRWIP,Male,31,RG280,Self_Employed,X1,26,No,701284,No,0
KHXMTFLG,Female,30,RG256,Other,X1,25,No,1071275,No,0
RDEMAYWN,Female,29,RG272,Other,X1,21,No,1779741,No,0
Z7KLANMU,Male,28,RG284,Salaried,X1,15,No,502680,Yes,0
PAJXIVHD,Female,27,RG257,Other,X1,32,No,1345226,No,0
BHYEQHWD,Male,57,RG254,Self_Employed,X3,55,No,1688098,No,0
GBMTWEEA,Male,28,RG260,Salaried,X1,25,No,1356885,Yes,0
FQ3Q8VG6,Male,45,RG284,Self_Employed,X2,80,Yes,2983751,No,0
XHRFHOHV,Female,47,RG272,Self_Employed,X3,104,Yes,890640,No,1
LTQ37MNQ,Female,26,RG278,Other,X1,14,Yes,663245,No,0
J5HWEPL8,Male,57,RG283,Self_Employed,X4,13,,469181,No,1
EXIKQ84L,Female,28,RG257,Salaried,X1,13,No,381943,No,0
SMWUEGED,Male,42,RG258,Salaried,X3,63,Yes,1649348,No,1
FVFVLMVP,Female,40,RG254,Self_Employed,X2,13,No,762000,Yes,0
WMRKJFJD,Female,62,RG268,Other,X1,86,,738771,Yes,1
CJNLUWK4,Male,30,RG284,Salaried,X1,27,No,1273465,No,0
NQJJ3TU8,Female,33,RG280,Self_Employed,X2,33,No,270266,Yes,0
CDUXRHXV,Male,79,RG254,Other,X2,62,Yes,1561255,Yes,0
DETWQUTG,Male,61,RG277,Other,X3,109,,956420,Yes,1
4MAUARSY,Male,45,RG276,Self_Employed,X4,15,Yes,912463,No,1
TWKBAAVQ,Female,48,RG277,Self_Employed,X3,87,Yes,771576,Yes,1
EBRIEFFU,Female,29,RG259,Other,X1,20,No,120612,Yes,0
EDXZXWNZ,Female,29,RG264,Salaried,X1,26,No,697190,No,0
IBRXYKZC,Female,30,RG254,Salaried,X1,15,No,450865,No,0
MRSGXXMJ,Female,38,RG270,Self_Employed,X4,14,Yes,552974,No,0
BZC4KMKE,Male,37,RG250,Other,X1,27,No,1191167,No,0
ATQYPMAM,Male,56,RG280,Self_Employed,X2,91,,759997,No,1
FJDX4PRC,Male,27,RG252,Salaried,X1,31,No,490657,No,0
MWCHX9GP,Female,27,RG283,Salaried,X1,25,No,444225,No,0
NXGRQA2R,Male,55,RG277,Other,X3,110,Yes,904035,Yes,1
SYVCA4VN,Male,52,RG276,Self_Employed,X3,27,Yes,1571615,No,0
KOGLGNXP,Female,61,RG268,Self_Employed,X3,98,No,3224683,No,0
FAWKHQNY,Female,60,RG284,Self_Employed,X3,105,No,521887,Yes,0
CQ6STPNZ,Male,56,RG254,Self_Employed,X2,86,No,767767,No,0
48HZKXAC,Female,29,RG269,Salaried,X1,26,No,760620,No,0
OGDHLRDE,Female,33,RG270,Salaried,X1,25,No,609116,No,0
ABQJDDHF,Male,62,RG269,Other,X3,87,No,548827,No,0
YU5PFPBF,Male,25,RG262,Self_Employed,X1,20,No,631917,No,0
DMNBRZFY,Female,30,RG268,Salaried,X1,32,Yes,545934,No,0
VT5IKWZX,Male,36,RG279,Salaried,X1,26,No,527405,No,0
REWSA2GA,Female,69,RG257,Other,X3,49,Yes,2163696,No,0
G4MSY3ZD,Female,52,RG274,Self_Employed,X1,15,No,569484,No,0
GKPDGPHK,Male,37,RG283,Self_Employed,X2,15,No,1465153,Yes,0
7MNHSRR6,Female,33,RG277,Salaried,X1,15,No,1011654,No,0
MUTDNEOC,Male,45,RG273,Other,X2,26,Yes,831687,No,0
Z2PZBHRM,Female,64,RG268,Other,X1,81,Yes,2423470,Yes,0
KFYBMJ2R,Male,80,RG269,Other,X2,56,No,493825,No,0
5U7W9CBD,Female,44,RG268,Self_Employed,X4,7,Yes,1139858,No,0
KPBJ8EAX,Male,36,RG254,Self_Employed,X3,61,No,1261824,No,1
6EJ7U97K,Male,73,RG277,Other,X2,98,No,728803,Yes,0
3O7PKDIM,Male,67,RG259,Other,X2,20,Yes,736733,No,0
LENV87UF,Male,47,RG268,Self_Employed,X4,15,No,396147,Yes,0
EWAWBKQ6,Female,25,RG254,Salaried,X1,14,Yes,587782,No,0
PX8FQYVB,Female,53,RG280,Self_Employed,X3,27,No,1945397,No,0
KEXMOS7D,Female,59,RG280,Self_Employed,X3,21,No,644217,Yes,0
AO9JKXEF,Female,29,RG282,Salaried,X1,27,No,530066,Yes,1
BFDJC3Y9,Male,25,RG270,Self_Employed,X1,13,Yes,705476,No,0
SPQWX5CR,Male,28,RG277,Other,X1,14,No,587275,No,0
AYGGZZWQ,Male,62,RG280,Salaried,X3,97,,473693,No,1
4KBGIC8P,Male,29,RG275,Salaried,X1,27,No,512150,No,0
GR7QQZIW,Male,31,RG269,Salaried,X1,31,No,4247115,No,1
A78TAUWB,Female,40,RG277,Self_Employed,X3,21,Yes,946052,No,0
FQJV5AMA,Female,27,RG251,Salaried,X1,14,No,694075,No,0
M4BDDYV2,Male,54,RG268,Other,X3,73,No,2152936,Yes,0
226ZYHMQ,Female,26,RG280,Salaried,X1,14,Yes,496709,No,0
FAES5VG2,Female,30,RG251,Self_Employed,X2,25,No,381356,Yes,0
POM4YZTR,Male,58,RG280,Self_Employed,X3,110,Yes,1081652,Yes,1
X8WOXEH9,Male,43,RG261,Self_Employed,X3,85,No,1320368,Yes,0
GFBN2THE,Male,69,RG254,Other,X2,97,No,3345216,Yes,0
3UBO68OW,Female,61,RG283,Self_Employed,X3,61,Yes,1356609,No,0
AGT6VCHR,Male,51,RG268,Self_Employed,X3,97,No,941068,No,0
GNVW8TSP,Female,28,RG274,Salaried,X1,14,No,610326,No,0
DBGKPM6R,Male,54,RG283,Self_Employed,X2,38,No,704559,Yes,0
MRAVKSPR,Male,29,RG283,Salaried,X1,14,No,1207854,Yes,0
V7SS7DP6,Female,50,RG257,Self_Employed,X2,31,No,695081,Yes,0
NZUZMPT3,Male,39,RG264,Salaried,X3,61,,317569,Yes,1
7KCRAMEV,Female,50,RG283,Entrepreneur,X3,51,Yes,807888,No,1
MPNXPMVU,Male,64,RG283,Other,X3,51,,660798,No,1
ABFKYABN,Male,48,RG284,Other,X3,75,Yes,1153698,No,1
HAXYQBNX,Female,51,RG254,Self_Employed,X1,51,No,1550718,No,0
VCQPEPUG,Male,28,RG250,Salaried,X1,13,No,749041,No,0
CT97OUXY,Female,24,RG258,Salaried,X1,14,No,635184,Yes,0
A6SMKH8Z,Female,47,RG272,Other,X2,21,Yes,445089,No,0
JCEQBAZJ,Male,47,RG254,Self_Employed,X2,15,No,1322433,Yes,0
X4FI2KYH,Male,71,RG268,Other,X3,86,No,2318236,Yes,0
Z7WOXSNA,Male,27,RG254,Other,X1,20,Yes,766450,No,0
H4UYBHXS,Female,84,RG261,Other,X3,79,No,1205522,Yes,0
BV8VHWBS,Female,29,RG268,Other,X1,26,Yes,1332267,No,0
7ANYTQYW,Male,33,RG270,Salaried,X1,27,No,576159,No,0
AMQN5ABZ,Male,46,RG254,Salaried,X2,33,Yes,881509,Yes,1
BOUPP6DZ,Male,37,RG284,Self_Employed,X3,26,No,762507,Yes,0
MBGCZXY3,Female,68,RG284,Other,X3,115,No,1734894,No,0
GEOZ3NJJ,Female,55,RG284,Self_Employed,X2,32,No,5844914,Yes,0
YB49SZGH,Female,28,RG252,Salaried,X1,27,No,550918,No,0
GH2RF6DF,Male,63,RG284,Other,X2,55,No,1967514,No,0
YJLCFCUJ,Female,84,RG268,Other,X3,37,No,2787088,No,0
FZQ2I4EZ,Female,29,RG269,Salaried,X1,21,No,1139823,No,0
FTMVGNBD,Female,66,RG284,Other,X3,117,Yes,1138123,No,0
DY4YWYFB,Female,51,RG283,Self_Employed,X2,63,No,1514059,No,0
2ZMFRFZG,Male,25,RG268,Other,X1,14,No,679942,No,0
GVYPCSR8,Male,51,RG257,Self_Employed,X3,75,No,1456111,No,0
8V8O853P,Male,81,RG268,Other,X2,93,No,1644061,No,1
GVVTMKHT,Female,45,RG268,Self_Employed,X2,73,,1618821,Yes,1
MEYOMP5D,Female,46,RG269,Self_Employed,X2,93,No,2459497,No,0
GQTGJ5KX,Female,62,RG283,Other,X3,21,No,2107164,Yes,0
CTVURGRJ,Male,48,RG253,Self_Employed,X2,32,Yes,1088879,Yes,0
FA8TSBU8,Male,43,RG277,Self_Employed,X2,31,No,602583,Yes,0
C88LLRPW,Female,63,RG275,Other,X3,44,No,771007,Yes,0
LWB52ENZ,Female,37,RG270,Salaried,X1,32,Yes,584249,No,0
TJB4JSRU,Female,27,RG251,Other,X1,15,No,264054,Yes,0
NVN6UFCS,Female,28,RG254,Other,X1,14,No,535949,Yes,0
U3KNMIYB,Female,29,RG267,Salaried,X1,26,No,723018,Yes,0
NRD6MIBZ,Male,55,RG283,Self_Employed,X2,92,Yes,604185,Yes,1
NMCYIXDE,Female,28,RG279,Salaried,X1,13,No,1341870,No,1
KMJXXTB4,Female,29,RG269,Salaried,X1,25,No,1014181,No,0
JKH7NL6J,Female,29,RG282,Other,X1,33,No,808262,Yes,0
EBFRSDQK,Male,26,RG267,Salaried,X1,21,No,1457348,Yes,0
NJZ2YXCA,Female,47,RG268,Self_Employed,X3,81,Yes,762400,Yes,1
8TAGVWR5,Female,48,RG283,Self_Employed,X1,21,Yes,1261450,No,1
JTLDANJ5,Male,29,RG253,Other,X1,20,No,2840239,No,0
FDDKSUCX,Female,76,RG272,Other,X3,45,,1060052,No,0
K2A4JMPC,Male,29,RG256,Salaried,X1,31,No,331186,No,0
ZGNQQUUA,Female,57,RG284,Self_Employed,X3,15,Yes,1142484,No,0
CAXGHOK2,Male,28,RG283,Other,X4,13,Yes,277021,Yes,0
MXWT7RUV,Female,32,RG279,Salaried,X1,31,No,845651,Yes,0
PJPDKU8H,Male,51,RG254,Entrepreneur,X3,110,,1612893,Yes,1
KGQO7Q2T,Female,45,RG268,Self_Employed,X2,86,No,761484,Yes,0
XWSFDBXI,Male,29,RG269,Salaried,X1,27,No,1239396,No,0
NDC3A2YY,Male,52,RG284,Self_Employed,X3,55,No,836279,Yes,0
KCDKQBFD,Male,46,RG268,Self_Employed,X2,97,Yes,3973894,Yes,1
EY5ZDQHH,Female,27,RG274,Salaried,X1,25,Yes,796469,No,0
FPNAP4BN,Male,46,RG268,Salaried,X3,104,,2767001,Yes,1
HXBUHPSE,Male,42,RG283,Self_Employed,X3,19,Yes,998170,Yes,1
GCKCMY5X,Male,30,RG275,Salaried,X1,26,No,847582,No,0
S6WEDDBW,Male,29,RG255,Salaried,X2,21,Yes,1116033,No,0
WMZ73J7U,Female,27,RG256,Self_Employed,X1,14,No,305448,No,0
E4JLX2OE,Male,43,RG284,Self_Employed,X2,21,Yes,895170,No,0
VHZQJEZ6,Male,29,RG254,Other,X1,26,No,792785,No,0
FKTR5BMR,Female,28,RG270,Other,X1,33,No,448488,No,0
XDF9J5A8,Male,31,RG284,Salaried,X1,31,No,682282,Yes,0
JM2KYEQE,Male,84,RG283,Other,X2,67,,740213,No,1
UPOWKZG7,Male,41,RG279,Self_Employed,X2,14,Yes,274894,No,1
ST4PR9DK,Male,30,RG264,Salaried,X1,31,No,1059491,No,0
BMQ7T2XP,Male,29,RG268,Salaried,X1,32,No,1366586,No,0
VNJU4FTE,Female,46,RG260,Self_Employed,X1,14,No,1052086,No,0
JZC5E8KV,Male,39,RG268,Other,X2,31,No,785380,Yes,0
OS6F5HY4,Male,71,RG280,Other,X3,111,,1061939,Yes,0
9M5FMUF8,Male,45,RG268,Self_Employed,X2,75,,428116,Yes,0
UBGIMUVP,Female,56,RG268,Self_Employed,X4,7,Yes,1107551,No,1
BFGGCM2S,Male,35,RG275,Salaried,X1,15,No,871407,No,0
GJQGCUGU,Female,31,RG271,Salaried,X1,31,Yes,510566,No,0
X4JLUFYH,Male,44,RG283,Other,X3,92,Yes,2182297,Yes,1
SDGER5AJ,Female,44,RG280,Self_Employed,X2,13,Yes,270355,No,0
JUGNXT45,Male,37,RG268,Salaried,X1,26,Yes,1583043,Yes,1
KGQ4JHNE,Female,27,RG278,Salaried,X1,19,Yes,518825,No,1
AYQXXBZ2,Male,47,RG262,Self_Employed,X2,19,,1168748,No,0
AKHPTA8R,Male,30,RG272,Salaried,X1,33,No,568781,No,0
D6EEH5IF,Male,37,RG254,Self_Employed,X3,62,No,1881958,No,0
BZQBJEXN,Male,49,RG268,Self_Employed,X1,13,Yes,706428,No,0
COG7ZUPH,Male,25,RG260,Salaried,X1,14,No,751453,No,0
WLWLNCSN,Female,45,RG277,Salaried,X2,26,Yes,457593,No,1
UF5CW7ZT,Male,28,RG278,Salaried,X1,31,No,868960,No,0
GQJHKB8I,Male,39,RG254,Self_Employed,X2,62,No,2387077,No,1
FVC9SYYW,Female,49,RG268,Other,X1,51,Yes,774985,No,1
J8MURN49,Female,31,RG254,Salaried,X1,33,No,1947960,Yes,0
UBA4HEHH,Female,32,RG255,Salaried,X1,13,No,391155,No,0
A35SB9KI,Male,50,RG254,Self_Employed,X3,56,Yes,1486086,Yes,0
ES4HKVTO,Female,29,RG254,Salaried,X1,25,No,864795,No,0
OLR5QSXK,Male,48,RG273,Other,X2,15,Yes,797991,No,0
YMDYV3JV,Female,49,RG255,Self_Employed,X2,13,Yes,1204009,No,0
BZV9ZSUS,Female,32,RG252,Salaried,X1,21,No,455911,No,0
AMABNQSM,Female,84,RG282,Other,X2,61,Yes,390211,No,0
FZYESKUH,Male,29,RG283,Salaried,X1,27,No,1959922,No,0
6Q5N88XM,Male,28,RG270,Salaried,X3,19,No,584819,Yes,0
XYNRQ67H,Female,41,RG267,Self_Employed,X4,15,Yes,2377216,No,0
QJKXCI8R,Female,31,RG271,Salaried,X1,14,Yes,664990,No,0
MDCBFGVE,Male,44,RG273,Self_Employed,X2,73,Yes,2304334,Yes,1
9DSIRUGI,Female,41,RG268,Self_Employed,X4,13,,1188879,No,1
KQHXCRBQ,Female,39,RG283,Self_Employed,X4,15,No,1488916,Yes,0
CBARIQKQ,Male,29,RG270,Self_Employed,X2,15,No,206230,Yes,0
RYRNGPBL,Male,34,RG263,Salaried,X1,19,Yes,630867,Yes,1
VWIYRRGX,Male,42,RG254,Self_Employed,X3,27,No,1924269,Yes,1
FZEXK8TR,Male,26,RG283,Self_Employed,X1,14,No,583323,Yes,0
CPNFP6U9,Male,49,RG251,Self_Employed,X2,98,No,206302,Yes,0
NEDETFJF,Female,29,RG281,Salaried,X1,25,No,639367,No,0
SNNOA6QI,Female,48,RG268,Self_Employed,X2,73,Yes,998241,No,0
SJUMHNCR,Male,84,RG269,Other,X1,49,No,867598,No,1
Y8HKVBAW,Female,26,RG282,Salaried,X1,13,Yes,1159002,No,0
2RSIBHU6,Female,56,RG283,Self_Employed,X2,85,,1594363,Yes,1
TWHHPTI8,Male,35,RG283,Salaried,X1,32,No,2305820,No,0
CKQJYQK7,Female,44,RG277,Other,X2,13,Yes,1665599,No,0
SFG8X5QZ,Male,78,RG268,Other,X1,92,,3057968,No,1
BTRBRJEG,Female,70,RG263,Other,X3,109,No,1481449,Yes,0
FJGRZZHG,Female,47,RG284,Self_Employed,X1,51,No,1862120,No,0
SXMIGMWD,Male,46,RG253,Self_Employed,X3,27,No,865685,Yes,0
5J4JOHPM,Female,65,RG282,Other,X3,85,,1264974,No,1
JWMCIWOC,Female,54,RG268,Self_Employed,X4,13,No,1859904,No,0
HKUHCZEQ,Female,27,RG268,Salaried,X1,15,No,2981446,Yes,0
FGXW8SLB,Male,55,RG280,Self_Employed,X3,105,Yes,205723,No,0
EQXUPTLN,Male,37,RG261,Other,X1,31,No,1120438,No,0
YTEOKGXK,Male,52,RG254,Self_Employed,X3,117,No,1746945,No,0
TUGWPBZM,Male,44,RG268,Self_Employed,X3,87,No,543460,No,0
HWVVZSPY,Female,53,RG268,Self_Employed,X2,85,Yes,2719519,No,1
IBIFS4T6,Female,39,RG265,Self_Employed,X1,13,Yes,231880,No,0
6VOST9JD,Female,29,RG272,Salaried,X1,14,No,854471,No,0
UJC5HBST,Female,57,RG284,Self_Employed,X3,97,No,955361,Yes,0
4H2WUMNW,Female,29,RG268,Other,X1,27,No,878385,No,0
6E5EVL6E,Male,31,RG283,Salaried,X1,25,No,828323,Yes,0
GH9FTQYL,Female,57,RG283,Self_Employed,X3,122,No,2708367,Yes,0
VS4TNPA6,Male,45,RG268,Self_Employed,X2,80,,1048722,Yes,1
AGMDMQWS,Female,28,RG254,Salaried,X1,19,No,1229561,No,0
VQGR8WYF,Male,53,RG268,Self_Employed,X3,61,Yes,379335,No,0
62ZYS6C3,Male,28,RG256,Other,X1,32,No,488912,Yes,0
9NFUCO7D,Male,52,RG265,Other,X2,67,Yes,957203,No,0
9BFE6JDX,Female,28,RG257,Salaried,X1,27,No,396156,No,0
P3TYKBNB,Male,42,RG254,Self_Employed,X2,39,Yes,587480,Yes,0
HPSNQZFR,Female,49,RG254,Self_Employed,X2,85,Yes,2019054,No,0
GW2CUTVN,Male,50,RG257,Self_Employed,X3,99,Yes,972449,Yes,1
EUEDHXKG,Female,59,RG268,Other,X3,55,No,1483825,No,1
26YXGNHI,Male,32,RG269,Self_Employed,X1,32,No,347651,No,0
ACUBXQSC,Male,47,RG284,Self_Employed,X3,105,,1001294,No,1
PKYFAK2T,Female,29,RG259,Salaried,X1,26,Yes,535183,No,0
WPLVQODN,Female,48,RG268,Self_Employed,X2,75,No,5438487,No,0
MODEPBEU,Female,30,RG268,Salaried,X1,31,No,1180691,No,0
TPA5EHX4,Female,59,RG254,Self_Employed,X2,20,No,1813392,Yes,0
6KWPABMS,Male,34,RG255,Salaried,X2,26,Yes,766601,No,0
BGZBBRIK,Male,65,RG277,Other,X2,39,Yes,916468,No,0
WLXXGAYQ,Male,43,RG251,Self_Employed,X2,61,No,398052,No,0
HVJREVMC,Male,30,RG280,Salaried,X1,14,No,365772,No,1
ANKYKQFL,Male,54,RG251,Self_Employed,X3,31,,241599,Yes,1
QXA3RYE3,Male,47,RG283,Self_Employed,X2,44,No,964955,Yes,0
D75RGUXB,Female,43,RG283,Self_Employed,X3,74,Yes,1038923,No,1
NKFHSVMH,Female,32,RG250,Salaried,X1,32,No,742028,No,0
